prospect_id,draft_year,display_name,position,position_group,college_id,college_name,age,height_inches,weight_lbs,scout_grade,projected_round,floor_rating,ceiling_rating,bust_risk,forty_yard,scouting_confidence,prospect_class,data_class
PRO2027_137,2027,Halsey Poindexter,DT,Front Seven,COL0180,Mount Verity College,21,73,300,46.7,Priority UDFA,40,58,65,4.7,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_138,2027,Omari Creswell,DT,Front Seven,COL0156,Granite Bay University,22,75,331,71.8,Round 4,62,91,39,4.7,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_139,2027,Dexter Buckhalter,LB,Front Seven,COL0110,Quarry Hill College,22,73,227,62.6,Round 6,50,71,30,4.59,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_140,2027,Eero Harmon,LB,Front Seven,COL0204,Lakemont State,22,74,225,85.3,Round 1,76,99,49,4.47,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_141,2027,Weston Rainsberger,RB,Backfield,COL0251,Winslow Institute,23,69,217,64.4,Round 5,51,81,44,4.4,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_142,2027,Landry Simmerman,WR,Receiver,COL0157,Granite Bay Tech,22,75,196,40.1,Priority UDFA,35,53,46,4.35,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_143,2027,Tyrell Sorrentino,TE,Receiver,COL0169,Harrowgate State,21,75,256,56.0,Round 7,49,73,58,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_144,2027,Maxton Seeley,RB,Backfield,COL0195,Pinehurst Valley Institute,23,70,213,81.8,Round 2,75,93,27,4.62,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_145,2027,Patton Olawale,RB,Backfield,COL0028,Marbury State Tech,21,69,230,56.8,Round 7,52,63,58,4.33,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_146,2027,Sergio Fetterman,WR,Receiver,COL0035,Stonewell State Tech,23,70,206,55.4,Round 7,48,69,55,4.61,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_147,2027,Eli Hemsley,WR,Receiver,COL0192,Pinehurst Valley Tech,21,71,198,68.7,Round 4,56,91,46,4.22,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_148,2027,Rafferty Randle,OG,O-Line,COL0031,Stonewell Tech,22,74,315,71.2,Round 4,59,91,77,4.76,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_149,2027,Zamir Wharton,DT,Front Seven,COL0234,Clearwater Ridge Tech,22,75,333,67.7,Round 5,55,88,61,4.75,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_150,2027,Gannon Marsalis,CB,Secondary,COL0061,Havenport College,20,69,198,93.4,Round 1,82,99,69,4.64,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_151,2027,Palmer Kuechly,QB,Quarterback,COL0064,Silverlake State,23,75,241,84.3,Round 1,78,99,26,4.44,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_152,2027,Kendrick Lamarque,QB,Quarterback,COL0131,Emberton College,21,73,214,41.5,Priority UDFA,35,64,35,4.75,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_153,2027,Raul Leblanc,LB,Front Seven,COL0109,Quarry Hill A&M,22,76,242,55.4,Round 7,49,65,52,4.4,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_154,2027,Mateo Hopkins,CB,Secondary,COL0172,Harrowgate A&M,22,72,197,51.9,Priority UDFA,44,74,49,4.33,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_155,2027,Sullivan Kenney,WR,Receiver,COL0023,Marbury University,21,74,208,70.9,Round 4,60,76,48,4.61,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_156,2027,Silas Rombach,RB,Backfield,COL0171,Harrowgate Tech,20,68,234,49.5,Priority UDFA,44,71,40,4.26,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_157,2027,Salvatore Carlisle,CB,Secondary,COL0060,Havenport A&M,20,70,199,72.6,Round 4,60,87,53,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_158,2027,Ignacio Kraft,S,Secondary,COL0172,Harrowgate A&M,22,74,201,86.9,Round 1,78,94,69,4.57,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_159,2027,Hugo Fairbanks,RB,Backfield,COL0230,Dunmore Institute,22,70,198,71.6,Round 4,67,83,54,4.45,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_160,2027,Zephyr Gauthier,LB,Front Seven,COL0028,Marbury State Tech,22,71,237,70.6,Round 4,57,93,31,4.36,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_161,2027,Maurice Hitchens,LB,Front Seven,COL0028,Marbury State Tech,22,74,270,57.0,Round 7,50,78,55,4.46,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_162,2027,Cedric Veilleux,DT,Front Seven,COL0248,Winslow Tech,21,74,294,52.6,Priority UDFA,47,71,61,4.82,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_163,2027,Magnus Strahan,S,Secondary,COL0232,Clearwater Ridge State,22,70,200,66.0,Round 5,58,78,57,4.47,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_164,2027,Maverick Sutherland,OT,O-Line,COL0114,Kingsbridge University,20,77,331,43.7,Priority UDFA,37,63,52,4.62,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_165,2027,Horace Lambright,CB,Secondary,COL0144,Whitepine A&M,20,69,195,58.3,Round 6,51,64,33,4.44,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_166,2027,Easton Zamora,EDGE,Front Seven,COL0179,Mount Verity A&M,21,75,250,60.9,Round 6,53,81,40,4.57,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_167,2027,Palmer Sagapolutele,OG,O-Line,COL0007,Calderwood State Tech,21,75,319,64.9,Round 5,57,72,39,4.64,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_168,2027,Yusuf Reinhold,WR,Receiver,COL0018,Ashfield A&M,21,73,186,56.9,Round 7,48,64,66,4.65,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_169,2027,Giovanni Hammersley,RB,Backfield,COL0221,Foxcroft A&M,20,71,201,63.9,Round 5,54,77,59,4.58,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_170,2027,Jarvis Denham,CB,Secondary,COL0134,Larkspur State,20,67,200,74.2,Round 3,63,85,64,4.51,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_171,2027,Cairo Worrilow,OT,O-Line,COL0151,Cedar Falls A&M,22,79,313,59.4,Round 6,52,65,52,4.79,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_172,2027,Izaiah Cortés,DT,Front Seven,COL0241,Talbot Tech,22,77,325,72.5,Round 4,66,78,56,4.56,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_173,2027,Gavin Kerrigan,OG,O-Line,COL0112,Quarry Hill State Tech,21,75,329,58.6,Round 6,48,73,41,4.67,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_174,2027,Easton Benavides,P,Specialist,COL0096,Bellhaven College,21,71,200,66.6,Round 5,60,77,63,4.49,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_175,2027,Wyatt Shipley,LB,Front Seven,COL0181,Mount Verity Institute,21,75,245,69.9,Round 4,62,86,38,4.51,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_176,2027,Trace Osweiler,EDGE,Front Seven,COL0255,Bramblewood Tech,21,75,252,67.3,Round 5,59,80,39,4.5,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_177,2027,Byron Makinen,P,Specialist,COL0162,Sablewood State,22,74,187,83.9,Round 2,78,92,46,4.6,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_178,2027,Lucian Killebrew,LB,Front Seven,COL0208,Lakemont College,22,76,221,69.1,Round 4,60,83,43,4.36,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_179,2027,Jalen Serrano,CB,Secondary,COL0194,Pinehurst Valley College,22,76,190,63.7,Round 5,59,71,59,4.6,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_180,2027,Derrick Holbrook,WR,Receiver,COL0108,Quarry Hill Tech,21,68,212,45.5,Priority UDFA,36,55,52,4.37,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_181,2027,Jonas Grissom,QB,Quarterback,COL0028,Marbury State Tech,20,70,229,30.0,Priority UDFA,35,50,35,4.57,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_182,2027,Peyson Calderón,TE,Receiver,COL0183,Sunderland State,21,76,250,50.8,Priority UDFA,43,73,3,4.68,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_183,2027,Cairo Tolbert,S,Secondary,COL0208,Lakemont College,20,71,223,48.2,Priority UDFA,43,66,22,4.35,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_184,2027,Declan Shanahan,QB,Quarterback,COL0111,Quarry Hill Institute,20,77,220,39.3,Priority UDFA,35,50,42,4.6,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_185,2027,Dashiell Paddock,CB,Secondary,COL0002,Calderwood University,20,69,185,56.1,Round 7,50,71,42,4.35,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_186,2027,Noel Crouch,DT,Front Seven,COL0207,Lakemont A&M,22,75,282,68.5,Round 4,56,78,40,4.75,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_187,2027,Griffin Houghton,EDGE,Front Seven,COL0157,Granite Bay Tech,23,75,267,81.4,Round 2,77,99,35,4.59,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_188,2027,Eero Prendergast,RB,Backfield,COL0052,Redbluff Tech,20,70,225,63.6,Round 5,51,80,53,4.26,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_189,2027,Zamir Debose,RB,Backfield,COL0110,Quarry Hill College,22,72,213,62.6,Round 6,54,76,50,4.57,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_190,2027,Davion Gostkowski,CB,Secondary,COL0242,Talbot A&M,22,68,172,76.0,Round 3,66,93,46,4.59,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_191,2027,Finnian Toussaint,S,Secondary,COL0145,Whitepine College,22,71,195,70.1,Round 4,62,82,63,4.56,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_192,2027,Kenyon Zenner,CB,Secondary,COL0036,Kelvinridge State,22,66,181,83.2,Round 2,71,99,42,4.23,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_193,2027,Carlisle Tolbert,S,Secondary,COL0085,Westmoor State,22,72,200,63.0,Round 5,59,84,64,4.22,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_194,2027,Easton Gholston,EDGE,Front Seven,COL0100,Thornfield University,23,77,264,90.2,Round 1,82,99,53,4.51,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_195,2027,Marlon Tolbert,QB,Quarterback,COL0109,Quarry Hill A&M,21,73,225,64.4,Round 5,53,73,72,4.46,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_196,2027,Theo Bonner,QB,Quarterback,COL0001,Calderwood State,21,76,209,58.5,Round 6,50,67,54,4.46,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_197,2027,Randall Kolodziej,EDGE,Front Seven,COL0004,Calderwood A&M,21,76,272,57.3,Round 7,46,76,56,4.36,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_198,2027,Wilder Blanchard,OT,O-Line,COL0253,Bramblewood State,21,79,311,76.6,Round 3,64,98,39,4.76,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_199,2027,Gibson Zaccheaus,S,Secondary,COL0035,Stonewell State Tech,23,73,216,69.7,Round 4,62,88,11,4.48,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_200,2027,Clay Ingold,C,O-Line,COL0244,Talbot Institute,21,76,303,46.7,Priority UDFA,37,60,53,4.82,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_201,2027,Niles Hamlett,RB,Backfield,COL0198,Copper Creek University,20,69,203,55.8,Round 7,46,71,92,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_202,2027,Kavon Obadiah,EDGE,Front Seven,COL0179,Mount Verity A&M,20,75,262,56.6,Round 7,51,71,83,4.59,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_203,2027,Arlen Ruggiero,S,Secondary,COL0031,Stonewell Tech,21,71,207,69.0,Round 4,59,78,30,4.44,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_204,2027,Merrick Sandidge,S,Secondary,COL0144,Whitepine A&M,21,71,205,56.1,Round 7,48,65,20,4.4,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_205,2027,Neville Aubert,DT,Front Seven,COL0222,Foxcroft College,22,73,322,65.8,Round 5,60,88,19,4.85,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_206,2027,Zion Gostkowski,OT,O-Line,COL0040,Kelvinridge College,21,77,310,66.7,Round 5,55,83,18,4.87,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_207,2027,Yannick Ferrante,OG,O-Line,COL0068,Silverlake College,20,75,318,56.5,Round 7,46,68,12,4.72,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_208,2027,Jarvis Bainbridge,WR,Receiver,COL0014,Fort Grayson State Tech,21,73,190,59.8,Round 6,51,73,35,4.49,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_209,2027,Nash Kraft,TE,Receiver,COL0176,Mount Verity State,20,75,256,65.8,Round 5,55,80,56,4.48,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_210,2027,Killian Brannigan,EDGE,Front Seven,COL0148,Cedar Falls State,22,73,270,61.3,Round 6,53,72,68,4.55,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_211,2027,Fritz Okorafor,WR,Receiver,COL0254,Bramblewood University,20,73,206,67.4,Round 5,59,83,52,4.41,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_212,2027,Bexley Lafleur,OG,O-Line,COL0124,Falcon Ridge College,22,75,329,84.6,Round 1,79,95,65,4.58,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_213,2027,Gunner Oluokun,C,O-Line,COL0232,Clearwater Ridge State,21,73,313,63.0,Round 5,56,83,35,4.55,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_214,2027,Hamza Chukwu,DT,Front Seven,COL0111,Quarry Hill Institute,21,74,293,56.3,Round 7,49,66,34,4.64,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_215,2027,Onyx Cortés,EDGE,Front Seven,COL0031,Stonewell Tech,21,76,265,63.9,Round 5,58,79,40,4.54,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_216,2027,Ike Stanfield,OG,O-Line,COL0175,Harrowgate State Tech,22,75,307,51.1,Priority UDFA,43,64,28,4.75,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_217,2027,Merle Fanning,LB,Front Seven,COL0199,Copper Creek Tech,21,71,239,60.8,Round 6,54,72,46,4.6,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_218,2027,Damarion Hathaway,WR,Receiver,COL0172,Harrowgate A&M,23,73,204,60.0,Round 6,55,71,29,4.53,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_219,2027,Herschel Oakman,K,Specialist,COL0218,Foxcroft State,20,74,210,68.8,Round 4,56,87,60,4.48,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_220,2027,Colby Joplin,S,Secondary,COL0052,Redbluff Tech,20,73,202,40.9,Priority UDFA,36,54,35,4.36,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_221,2027,Emeka Debose,S,Secondary,COL0018,Ashfield A&M,22,71,195,54.6,Round 7,45,67,62,4.35,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_222,2027,Leland Gerhardt,RB,Backfield,COL0240,Talbot University,21,73,217,66.3,Round 5,54,83,50,4.45,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_223,2027,Jonas Makinen,K,Specialist,COL0243,Talbot College,22,71,196,60.2,Round 6,50,67,25,4.6,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_224,2027,Ansel Mallett,RB,Backfield,COL0145,Whitepine College,20,68,194,60.4,Round 6,47,81,29,4.56,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_225,2027,Ulises Satterfield,DT,Front Seven,COL0029,Stonewell State,22,77,299,58.5,Round 6,52,81,75,4.7,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_226,2027,Benoit Boone,WR,Receiver,COL0216,Ravensburg Institute,20,73,209,57.5,Round 7,51,66,24,4.4,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_227,2027,Hollis Mobley,TE,Receiver,COL0130,Emberton A&M,22,76,252,62.2,Round 6,58,83,21,4.55,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_228,2027,Malik Gauthier,S,Secondary,COL0019,Ashfield College,22,72,206,65.3,Round 5,54,78,59,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_229,2027,Wolfgang Dalrymple,CB,Secondary,COL0048,Northcrest Institute,21,69,185,58.9,Round 6,50,79,67,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_230,2027,Armand Tabaracci,CB,Secondary,COL0183,Sunderland State,21,74,209,61.2,Round 6,57,67,31,4.5,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_231,2027,Sheridan Dobbins,OG,O-Line,COL0211,Ravensburg State,23,75,290,58.4,Round 6,49,67,56,4.68,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_232,2027,Fabian Upshaw,CB,Secondary,COL0026,Marbury College,22,73,193,54.7,Round 7,44,73,22,4.54,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_233,2027,Hiram Wentworth,WR,Receiver,COL0169,Harrowgate State,21,71,215,60.6,Round 6,56,76,50,4.41,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_234,2027,Lockett Tindall,OG,O-Line,COL0162,Sablewood State,21,75,308,58.4,Round 6,51,78,51,5.06,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_235,2027,Dupree Timmerman,S,Secondary,COL0227,Dunmore Tech,21,71,206,66.5,Round 5,58,84,28,4.56,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_236,2027,Esteban Crockett,OG,O-Line,COL0116,Kingsbridge A&M,21,77,304,76.9,Round 3,63,87,6,4.75,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_237,2027,Thurman Ladouceur,S,Secondary,COL0170,Harrowgate University,21,71,215,53.4,Round 7,44,63,69,4.43,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_238,2027,Fenwick Ayers,OT,O-Line,COL0002,Calderwood University,21,78,315,79.1,Round 2,73,92,53,4.59,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_239,2027,Deion Ulbrich,CB,Secondary,COL0232,Clearwater Ridge State,21,71,190,45.5,Priority UDFA,35,53,21,4.28,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_240,2027,Nash Arceneaux,OT,O-Line,COL0231,Dunmore State Tech,21,78,303,58.0,Round 6,46,71,35,4.63,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_241,2027,Shepard Emerson,EDGE,Front Seven,COL0183,Sunderland State,22,75,262,62.3,Round 6,55,80,31,4.49,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_242,2027,Donovan Calloway,DT,Front Seven,COL0098,Bellhaven State Tech,21,75,301,40.9,Priority UDFA,35,57,27,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_243,2027,Earl Gwaltney,S,Secondary,COL0041,Kelvinridge Institute,22,73,207,61.0,Round 6,48,75,45,4.22,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_244,2027,Lemuel Hemsley,OT,O-Line,COL0045,Northcrest Tech,20,76,291,54.8,Round 7,48,62,38,4.69,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_245,2027,Barrett Bergeron,CB,Secondary,COL0100,Thornfield University,20,73,189,62.4,Round 6,58,77,43,4.22,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_246,2027,Reeves Alderman,EDGE,Front Seven,COL0111,Quarry Hill Institute,21,77,267,81.3,Round 2,70,92,31,4.65,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_247,2027,Luka Kanell,S,Secondary,COL0158,Granite Bay A&M,21,71,211,61.4,Round 6,54,80,74,4.48,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_248,2027,Ford Polamalu,LB,Front Seven,COL0011,Fort Grayson A&M,20,71,235,58.7,Round 6,51,79,48,4.41,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_249,2027,Dax Taliaferro,RB,Backfield,COL0184,Sunderland University,24,71,208,64.1,Round 5,59,81,49,4.4,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_250,2027,Draven Lamarque,S,Secondary,COL0060,Havenport A&M,20,70,213,55.1,Round 7,45,75,35,4.33,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_251,2027,Grady Denham,WR,Receiver,COL0228,Dunmore A&M,23,75,194,54.9,Round 7,43,77,46,4.49,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_252,2027,Owen Worrilow,LB,Front Seven,COL0170,Harrowgate University,22,73,241,72.8,Round 4,62,81,58,4.54,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_253,2027,Owen Reinhold,C,O-Line,COL0258,Bramblewood Institute,20,74,304,63.9,Round 5,52,86,42,4.76,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_254,2027,Alden Willingham,LB,Front Seven,COL0086,Westmoor University,23,73,239,59.4,Round 6,55,76,68,4.6,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_255,2027,Seamus Winchester,C,O-Line,COL0196,Pinehurst Valley State Tech,21,76,281,59.9,Round 6,53,75,52,4.74,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_256,2027,Avery Neasman,LS,Specialist,COL0168,Sablewood State Tech,21,70,242,68.0,Round 4,60,89,38,4.73,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_257,2027,Walker Vanderveer,TE,Receiver,COL0145,Whitepine College,22,77,253,54.3,Round 7,48,72,43,4.47,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_258,2027,Harlan Boone,OG,O-Line,COL0205,Lakemont University,21,74,314,59.8,Round 6,51,72,54,4.87,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_259,2027,Draven Whitehurst,EDGE,Front Seven,COL0060,Havenport A&M,20,75,274,59.1,Round 6,48,68,3,4.61,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_260,2027,Garland Kendricks,RB,Backfield,COL0225,Dunmore State,21,71,207,52.0,Priority UDFA,47,64,19,4.39,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_261,2027,Kruz Kirkpatrick,OG,O-Line,COL0015,Ashfield State,22,75,307,74.0,Round 3,68,87,47,4.64,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_262,2027,Ivan Orlovsky,WR,Receiver,COL0091,Westmoor State Tech,23,74,173,59.6,Round 6,48,79,25,4.22,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_263,2027,Sebastien Hunnicutt,OG,O-Line,COL0207,Lakemont A&M,21,77,302,57.2,Round 7,45,65,10,4.88,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_264,2027,Odin Newsome,S,Secondary,COL0228,Dunmore A&M,22,73,197,74.4,Round 3,65,84,49,4.36,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_265,2027,Jericho Yeboah,WR,Receiver,COL0255,Bramblewood Tech,21,72,202,54.1,Round 7,45,74,53,4.38,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_266,2027,Simeon Schreiber,WR,Receiver,COL0007,Calderwood State Tech,21,75,192,45.2,Priority UDFA,35,61,34,4.56,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_267,2027,Wendell Dillard,EDGE,Front Seven,COL0171,Harrowgate Tech,21,74,267,62.1,Round 6,55,84,52,4.4,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_268,2027,Lennox Lowery,EDGE,Front Seven,COL0136,Larkspur Tech,22,74,260,57.4,Round 7,45,69,57,4.74,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_269,2027,Auden Uche,WR,Receiver,COL0147,Whitepine State Tech,21,71,176,81.6,Round 2,75,98,21,4.36,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_270,2027,Miller Joplin,LS,Specialist,COL0188,Sunderland Institute,22,75,259,72.1,Round 4,60,79,33,4.54,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_271,2027,Yannick Whitfield,CB,Secondary,COL0017,Ashfield Tech,21,69,177,60.5,Round 6,54,80,61,4.22,MEDIUM,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_272,2027,Rigby Haywood,OG,O-Line,COL0121,Falcon Ridge University,22,77,328,61.1,Round 6,53,81,43,4.92,LOW,FICTIONAL_GENERATED_PROSPECT,GENERATED
PRO2027_273,2027,Rufus Youngblood,CB,Secondary,COL0047,Northcrest College,23,69,197,68.0,Round 4,61,81,48,4.28,HIGH,FICTIONAL_GENERATED_PROSPECT,GENERATED
